L,rho
10,0.01316513190524648
10,0.11113275840328031
10,0.17847349452764147
10,0.16605904048241193
10,0.1812073301095209
10,0.17426548946740658
10,0.17471159247087006
10,0.16564667927372467
10,0.10010875472556718
10,0.09227354967499476
10,0.1133579241275119
10,0.05891631142243028
10,0.05845144255081971
10,0.08127027890460954
10,0.03586368703781311
10,-0.03818856344071134
10,0.023549810844352273
10,0.10992347733911557
10,0.019467949787168905
10,-0.006382086373474138
10,-0.08851854367860686
10,-0.20678375106346747
10,-0.2216112219722588
10,-0.22176457213935497
10,-0.21067983914685215
10,-0.13600890798427084
10,-0.1212574683717331
10,0.013291494796399385
10,0.1037222528844601
10,0.09910555051090679
10,0.1061903660492938
10,0.13235977500458376
10,0.07506954294266521
10,0.05770529987289528
10,0.1092324094227822
10,0.0886378879714547
10,0.0850958902183081
10,0.08161879156805919
10,-0.02112750505632089
10,-0.09462059664092778
10,-0.05579251197613261
10,-0.049764889017563
10,-0.04093582043453316
10,-0.048667343672908335
10,-0.08182680464657416
10,-0.09391711037368133
10,-0.08292260097374718
10,-0.059572349747331714
10,-0.06157269745789558
10,-0.054620176867697975
10,-0.07040773493327161
10,-0.006859496430033086
10,0.0555838401468627
10,0.11669722164291875
10,0.05518182790811627
10,0.06503614356375369
10,0.05663347012603568
10,0.005604276505097672
10,-0.005958920187900936
10,-0.04027579399381632
10,-0.023785181027636455
10,0.034161191308768935
10,0.05189028281049108
10,-0.004112225326653005
10,0.010487257600496605
10,0.030837336569652
10,0.021988590463190665
10,-0.04626637749101168
10,-0.014322950327573636
10,0.030998884224778114
10,0.06174101038760441
10,0.022407871647121422
10,-0.002488474768048849
10,0.05399790533667816
10,-0.060755672022324146
10,0.005804828797052505
10,-0.014902603208416902
10,0.007152850190610542
10,-0.030653431114067105
10,-0.017880760352488628
10,-0.014812241964254467
10,-0.024284184059051073
10,-0.042277543998757695
10,-0.04624602359975279
10,-0.04675823111440825
10,-0.032428264290085766
10,-0.026061842293120124
10,0.01000703156963656
10,0.08877544608019752
10,-0.008055825250917277
10,-0.03893005697231163
10,-0.01421753520781382
10,-0.03874252394207037
10,-0.017217130236213306
10,0.06298512675899536
10,-0.006487063546598964
10,-0.019523056911081898
10,-0.061123134379677486
10,-0.09940684351672893
10,-0.10632038775000419
10,-0.11371983171917024
10,-0.11093397715778433
10,-0.08794890162925481
10,-0.07945279846472274
10,-0.07477589266405815
10,-0.0580750704823835
10,-0.06909070515572842
10,-0.06618174964436037
10,-0.042149765620197746
10,-0.031589520791639056
10,-0.006718134421766319
10,-0.0058578882790647656
10,0.02048035017991486
10,-0.026361547093959707
10,-0.007495308306861484
10,-0.003309018452656543
10,-0.07004445193651149
10,0.04472693547386835
10,0.02605953080323759
10,0.1126650003966153
10,0.0744700672932825
10,0.05762735426622438
10,-0.03205217233303023
10,0.007070960788954717
10,-0.01278075487200379
10,-0.0685232012500648
10,-0.007017771101870506
10,-0.03487956790681164
10,-0.04625771060763413
10,-0.0247358310965213
10,-0.029300544096378677
10,-0.01262719008634492
10,0.11708470017619746
10,-0.12395147861433754
10,-0.12570726351185837
10,-0.10620666638084697
10,-0.06217949249757544
10,-0.13967006923738165
10,0.04366499590526498
10,0.07460915355000987
10,0.07541550071471623
10,0.028922364828569223
10,-0.20139692277243798
10,-0.22484271060383104
10,-0.22980575268345363
10,-0.1889889412082938
10,-0.17195219991143482
10,-0.15432024471062059
10,-0.00535748442585127
10,0.03990741924314127
10,0.008749536121705943
10,0.00011452563563120952
10,0.0033347310873921704
10,0.004552055054967387
10,-0.04692496933985428
10,-0.05488209453675302
10,0.01084864384842185
10,0.01610134244966189
10,0.0038833965696965646
10,0.006427230967224255
10,0.0015409625008585043
10,-0.08543179052350951
10,-0.03528217238309284
10,-0.03120095924136423
10,-0.021267622937249434
10,-0.04102826027849327
10,-0.0644535226663506
10,-0.07502835534802743
10,-0.06506769333339858
10,-0.037805716003154306
10,-0.04944284861712593
10,-0.04067454644211762
10,-0.08803380276061928
10,-0.009463650056734033
10,0.05489103686202842
10,0.12431157524423875
10,0.0708337284588824
10,0.0761442835856477
10,0.0723209752811408
10,0.0013770203488910344
10,-0.008252041170133385
10,-0.0138311104871668
10,0.006018159550986933
10,0.0018449097245417574
10,0.03554178947400677
10,-0.016656994661186707
10,0.0077684507497533745
10,0.05511695004736672
10,0.09562177917346117
