L,rho
110,0.4852775130493418
110,0.27354154356712446
110,0.4689541068892089
110,0.3674199592110976
110,0.4588837336362683
110,0.24457227490787892
110,0.3951658909675249
110,0.49195249072195707
110,0.36299297056393476
110,0.4310044372755634
110,0.3574868180174375
110,0.29725206888319816
110,0.4561838424836716
110,0.45225969457795073
110,0.4084087165257419
110,0.3149627033617225
110,0.4354166376561616
110,0.26559486402164767
110,0.3058323786221488
110,0.48188609135966576
110,0.5774613700193997
110,0.4156581544938866
110,0.5425156207694378
110,0.47136089491597466
110,0.530933491597188
110,0.38692718282359717
110,0.3793896304178282
110,0.4905776899147168
110,0.43179387776391487
110,0.43578594002943244
110,0.46405992974881427
110,0.5178944835942245
110,0.4788832699525597
110,0.4829292229465326
110,0.5481371053961601
110,0.3331961489259592
110,0.5106438131426326
110,0.31437476619050275
110,0.47254525828129
110,0.6237573544639089
110,0.5745531001530448
110,0.4422379170644381
110,0.5958502405560835
110,0.5561154081595242
110,0.5578567009450532
110,0.441408366206341
110,0.46927070459229236
110,0.48897022064095086
110,0.4452241876605832
110,0.49670986487567154
110,0.5415706965744915
110,0.5817757898188662
110,0.5745391860562111
110,0.5027904953032105
110,0.620912955369142
110,0.3664055259000297
110,0.528515115623572
110,0.3308734296969785
110,0.5651573016948073
110,0.7149491895896098
110,0.6107913466190523
110,0.4768145553983471
110,0.5952855495383511
110,0.5920335542622295
110,0.5331773184166019
110,0.48880081861320207
110,0.5065547781468108
110,0.5632686149774614
110,0.4988474795797283
110,0.5372845208596294
110,0.5848542526000516
110,0.607263284223682
110,0.6274873734370325
110,0.5620214354329508
110,0.6289377051832052
110,0.4227112917339405
110,0.5705427526205772
110,0.39125722557324444
110,0.5453812477459136
110,0.7477322139770275
110,0.6395347949598728
110,0.4979388113291901
110,0.6376695367545006
110,0.6086944100599959
110,0.5696985465152544
110,0.5133271106771435
110,0.5512144704099586
110,0.5761283346374699
110,0.5290724084087444
110,0.5624177154865609
110,0.5844135461028972
110,0.6023259790770793
110,0.6521296688299135
110,0.5837787627336628
110,0.6104330430530582
110,0.4691130866141646
110,0.586127673716223
110,0.40595371507202926
110,0.5495802428280032
110,0.7705242994456343
110,0.6429523635285811
110,0.5228193320699899
110,0.6188422714902372
110,0.6057622377736875
110,0.6108344676531823
110,0.5369822183441257
110,0.5713482122626702
110,0.600883569384089
110,0.5849748247376823
110,0.5988358072770322
110,0.6040334886094494
110,0.6143273327695933
110,0.6600296617101262
110,0.6111334393419836
110,0.6048136606254442
110,0.48555974119236667
110,0.5900474689933286
110,0.44168429045175805
110,0.5507080868829732
110,0.7718603298769153
110,0.5949010245667807
110,0.6042039068426698
110,0.5834465586810171
110,0.6986798672583875
110,0.5097306442167976
110,0.6019906908895671
110,0.6153475549106044
110,0.632793437230432
110,0.5768728494630195
110,0.5847858948660003
110,0.5361532727758745
110,0.5759385839881151
110,0.6591842293222551
110,0.5858921505032122
110,0.5805228633248969
110,0.6372855915782628
110,0.6280254889520555
110,0.6535339585360809
110,0.6319075818372173
110,0.587170164607678
110,0.60683395446877
110,0.6249169828094759
110,0.6022842233435362
110,0.730235477834237
110,0.5411162228780688
110,0.620649109969784
110,0.6182735260510871
110,0.6480400594409089
110,0.5871361546358435
110,0.6174502669009823
110,0.5641954333660961
110,0.60166290677006
110,0.6815478749109269
110,0.6105696986818616
110,0.5957721664265958
110,0.6583634249234949
110,0.6497862648763814
110,0.6554330846897026
110,0.6550692523325574
110,0.617385640084419
110,0.6426248954122503
110,0.6431561069881104
110,0.6413100446240962
110,0.7464643449647491
110,0.5633413864299289
110,0.6526036592867897
110,0.6520138155369916
110,0.6749641247610378
110,0.6049907272600458
110,0.6671184915039644
110,0.6078383480919339
110,0.6325822560151044
110,0.694102175472378
110,0.6311798728659381
110,0.6244553823218653
110,0.688238604946892
110,0.6604187190573032
110,0.6701602019018328
110,0.677920965269881
110,0.6571792902858936
